提供機關名稱,資料集名稱,瀏覽人次,下載次數,資料集評分,上架日
行政院環境保護署,例行性補助計畫概述,336,40,,2016/02/23
行政院環境保護署,調查作業執行進度管考統計表,356,34,100,2016/04/21
行政院環境保護署,飲用水設備維護管理稽查成果,544,97,,2016/02/25
行政院環境保護署,驗證作業執行進度管考統計表,293,36,,2016/04/21
勞動部勞動基金運用局,勞工保險基金國內投資股票類別,734,155,,2016/04/25
勞動部勞動基金運用局,勞工退休基金國內投資股票類別,759,138,,2016/04/25
勞動部勞動基金運用局,國內主要金融指標,692,233,,2016/04/25
勞動部勞動基金運用局,國民年金保險基金國內投資股票類別,510,100,,2016/04/25
勞動部勞動基金運用局,積欠工資墊償基金國內投資股票類別,512,89,,2016/04/25
行政院環境保護署,99-103年環保示範區,603,44,,2016/04/22
行政院環境保護署,持久性有機污染物斯德哥爾摩公約國家實施計畫成果報告,"1,288",83,,2016/02/25
金融監督管理委員會證券期貨局,境外結構型商品商品總覽（已到期）,401,13,,2016/04/22
金融監督管理委員會證券期貨局,境外結構型商品參考價格查詢（已到期）,462,20,,2016/04/22
金融監督管理委員會證券期貨局,境外結構型商品配息資訊查詢（已到期）,422,11,,2016/04/22
金融監督管理委員會證券期貨局,境外結構型商品受託或銷售金額每月累計統計表（連結標的-信用事件）,368,12,,2016/04/25
金融監督管理委員會證券期貨局,境外結構型商品受託或銷售金額每月累計統計表（連結標的-其他利益）,401,19,,2016/04/22
金融監督管理委員會證券期貨局,境外結構型商品受託或銷售金額每月累計統計表（連結標的-利率）,367,10,,2016/04/22
金融監督管理委員會證券期貨局,境外結構型商品受託或銷售金額每月累計統計表（連結標的-匯率）,518,20,,2016/04/22
金融監督管理委員會證券期貨局,境外結構型商品受託或銷售金額每月累計統計表（連結標的-商品）,526,22,,2016/04/22
金融監督管理委員會證券期貨局,境外結構型商品受託或銷售金額每月累計統計表（連結標的-指數）,403,14,,2016/04/22
金融監督管理委員會證券期貨局,境外結構型商品受託或銷售金額每月累計統計表（連結標的-股權）,535,27,,2016/04/22
勞動部,外籍勞工管理及運用調查,"1,948",425,100,2016/05/01
法務部矯正署,矯正署臺北看守所105年會計報告(按月),298,159,,2016/07/06
外交部領事事務局,停留簽證,625,136,,2016/06/16
外交部領事事務局,居留簽證,"1,699",180,,2016/06/16
外交部領事事務局,在台有戶籍之中華民國國民之外籍配偶依親申請居留簽證手續說明,420,17,,2016/04/29
外交部領事事務局,外籍人士來台探親申請停留簽證手續說明,530,30,,2016/04/29
外交部領事事務局,外交部及駐外館處辦理外國人與我國國民結婚申請來臺面談作業要點,417,20,,2016/04/29
外交部領事事務局,下載簽證申請書,"1,389",79,,2016/04/29
外交部領事事務局,申辦簽證Q＆A,"1,051",236,,2016/04/29
金融監督管理委員會證券期貨局,最後結算價-利率類,644,18,,2016/04/22
金融監督管理委員會證券期貨局,最後結算價-商品類,590,29,,2016/04/22
外交部領事事務局,亞太經濟合作商務旅行卡,403,70,,2016/04/29
外交部領事事務局,申辦文件證明Q&A,607,17,,2016/04/29
新北市政府交通局,車輛偵測器靜態資訊,"1,311",182,,2016/04/14
新北市政府交通局,車輛偵測器動態資訊,"5,560","1,511",100,2016/04/14
桃園市政府研究發展考核委員會,桃園市開放資料瀏覽與下載量統計表,527,43,,2016/04/21
金融監督管理委員會證券期貨局,上櫃公司治理指數當日收盤指數,531,55,,2015/12/03
金融監督管理委員會證券期貨局,興櫃推薦證券商與推薦之股票,593,46,,2015/12/03
金融監督管理委員會證券期貨局,開放式基金受益憑證造市商與造市之基金,614,36,,2015/12/03
金融監督管理委員會證券期貨局,上市櫃公司(含公開發行及興櫃公司)監察人性別分析,661,43,,2016/04/25
金融監督管理委員會證券期貨局,期貨信託事業申請募集期信基金案件,523,32,,2016/04/25
金融監督管理委員會證券期貨局,停止公開發行公司名單,"1,482",117,,2016/04/25
金融監督管理委員會證券期貨局,上市櫃公司(含公開發行及興櫃公司)董事性別分析,655,70,,2016/04/25
金融監督管理委員會證券期貨局,創櫃板公司之負責人性別分析,535,38,,2016/04/25
外交部領事事務局,文件證明流程圖,555,99,100,2016/04/29
彰化縣衛生局,彰化縣母嬰親善醫療院所,321,11,,2016/04/25
衛生福利部國民健康署,成人預防保健服務特約醫事機構名單,747,48,,2016/04/25
外交部領事事務局,外國學歷、國外文件驗證事項,"3,554",51,,2016/04/29
彰化縣衛生局,彰化縣各區母乳支持團體,324,10,,2016/04/25
彰化縣衛生局,彰化縣戶外無菸休憩空間-公園綠地,350,37,,2016/04/25
彰化縣衛生局,彰化縣公告無菸步道-101,"1,070",19,,2016/04/25
彰化縣地方稅務局,辦理國家賠償事件處理情形統計表,664,83,100,2016/04/25
彰化縣衛生局,彰化縣公告無菸環境-國中無菸人行道,294,10,,2016/04/25
彰化縣衛生局,彰化縣公告無菸環境-高中無菸人行道,376,10,,2016/04/25
彰化縣政府城市暨觀光發展處,彰化縣自行車道資料,630,123,,2016/04/25
彰化縣衛生局,彰化縣球場資料,"2,121",16,,2016/04/25
彰化縣衛生局,彰化縣運動公園資料,"2,488",47,,2016/04/25
彰化縣衛生局,彰化縣居家護理所,324,17,,2016/04/25
彰化縣衛生局,彰化縣一般護理之家,341,29,,2016/04/25
彰化縣衛生局,彰化縣產後護理機構,479,27,,2016/04/25
彰化縣衛生局,彰化縣市公園資料,527,60,,2016/04/25
行政院主計總處,家庭收支調查-經濟戶長職業別平均每戶儲蓄,488,44,,2016/04/27
行政院主計總處,家庭收支調查-經濟戶長職業別平均每戶可支配所得,417,55,,2016/04/27
彰化縣衛生局,彰化縣游泳池資料,"3,023",20,,2016/04/25
桃園市政府文化局,桃園市立圖書館地址通訊錄,"2,125",33,,2015/10/08
彰化縣衛生局,彰化縣通過餐飲衛生分級評核名單,502,28,,2016/04/28
彰化縣衛生局,彰化縣餐盒食品工廠名單,515,24,,2016/04/28
國防部,優惠專案,352,13,,2016/04/26
國防部,軍事譯著,"1,469",66,,2016/04/26
臺銀綜合證券股份有限公司,臺銀綜合證券_承銷部_全球資訊網_公告,441,81,,2016/05/05
金融監督管理委員會證券期貨局,上市公司董事、監察人持股不足法定成數連續達3個月以上彙總表,872,63,,2016/04/26
金融監督管理委員會證券期貨局,上市公司股東會公告-召集股東常(臨時)會公告資料彙總表(95年度起適用),680,54,,2016/04/26
國家發展委員會檔案管理局,國家發展委員會檔案管理局中文簡介,291,21,,2016/09/02
國家發展委員會檔案管理局,機關共通性檔案保存年限基準(GRS)運用指引,671,36,,2016/05/30
國家發展委員會檔案管理局,通過國家發展委員會檔案管理局公文及檔案管理資訊系統驗證名單,402,54,,2016/05/31
國家發展委員會檔案管理局,全國政府機關電子公布欄公告資訊,"2,803",34,60,2016/09/02
桃園市政府地政局,桃園市立案不動產估價師事務所清冊,768,46,,2015/12/31
勞動部勞動力發展署,促進青年就業方案執行成效,727,144,100,2016/04/27
勞動部勞動力發展署,就業促進津貼編列預算統計表,580,89,100,2016/04/27
勞動部勞動力發展署,就業促進津貼協助就業人數統計表,697,135,100,2016/04/27
勞動部勞動力發展署,通俗職業分類資訊,"2,735",233,100,2016/04/27
彰化縣環境保護局,彰化縣噪音移動式監測站,462,21,,2016/04/29
財政部國庫署,庫款領取方式統計表,441,23,,2016/04/26
財政部國庫署,國庫集中支付業務─代繳中央政府各機關各項稅費之作業成效,364,17,,2016/04/26
財政部國庫署,國庫集中支付業務─支用機關名冊,573,28,,2016/04/26
彰化縣地方稅務局,使用牌照稅稅源統計表,"2,389",506,100,2016/04/29
國家發展委員會檔案管理局,Web版公文製作系統表單範本,864,81,,2016/08/31
彰化縣地方稅務局,土地增值稅稅源統計表,601,86,100,2016/04/29
國家發展委員會檔案管理局,國家檔案徵集計畫,242,24,,2016/05/30
國家發展委員會檔案管理局,上級機關審核所屬檔案銷毀目錄作業指引,365,31,,2016/05/30
彰化縣地方稅務局,契稅查定季報表,"1,020",99,100,2016/04/29
財政部國庫署,國庫集中支付業務─機關分布情形統計表,403,20,,2016/04/26
國家發展委員會檔案管理局,機關檔案編目作業指引,525,33,,2016/05/30
財政部國庫署,國庫集中支付業務─支用機關額定零用金額度一覽表,506,37,,2016/04/26
桃園市政府地方稅務局,桃園市房屋標準單價表(1-30樓)-104.7.1以後建造完成,"5,537",639,100,2016/02/22
彰化縣地方稅務局,房屋稅查定統計表,693,68,100,2016/04/29
財政部國庫署,中央政府特別預算庫款支付表,"2,739",27,,2016/04/26
財政部國庫署,各級政府舉債額度及債務未償餘額情形表,636,71,,2016/04/26
財政部國庫署,各級政府1年以上公共債務明細表(實際數),371,28,,2016/04/26
財政部國庫署,各級政府1年以上公共債務明細表(預算數),406,33,,2016/04/26
桃園市政府都市發展局,桃園市政府都市發展局機關通訊錄,"2,770",28,,2016/01/20
桃園市政府都市發展局,桃園市公寓大廈管理委員會清冊(大園區),512,41,,2016/04/15
國家發展委員會檔案管理局,電子檔案格式資料介紹,316,14,,2016/06/03
國家發展委員會檔案管理局,電子檔案線上百科研究報告,382,14,,2016/06/02
國家發展委員會檔案管理局,電子檔案保存實驗室年度服務統計,364,15,,2016/06/12
國家發展委員會檔案管理局,國家檔案典藏數量成果統計,431,68,,2016/05/30
國家發展委員會檔案管理局,機關檔案目錄匯入數量成果統計,325,49,,2016/05/31
國家發展委員會檔案管理局,檔案法令彙編,393,51,,2016/05/31
交通部公路總局,道路(橋梁)歷史災情,"4,621",488,20,2017/02/08
彰化縣地方稅務局,各項稅捐實徵淨額與預算數及上年同期比較－累計數,592,102,100,2016/04/29
彰化縣地方稅務局,地價稅稅源統計分析表,880,46,100,2016/04/29
彰化縣地方稅務局,地價稅查定數(各公所),770,50,100,2016/04/29
交通部高速公路局,高速公路交通事故統計及特性分析,"1,442",374,100,2016/04/27
衛生福利部國民健康署,口腔癌篩檢院所名單,"2,166",43,,2016/04/27
衛生福利部國民健康署,子宮頸抹片檢查病理單位院所名單,887,47,,2016/04/27
衛生福利部國民健康署,癌友導航醫院名單,648,43,,2016/04/27
彰化縣地方稅務局,印花稅徵收季報表,523,92,100,2016/04/29
教育部國民及學前教育署,國中會考各就學區各學年度超額比序配分情形,"1,231",189,100,2016/05/04
彰化縣衛生局,加水站許可名單,"2,057",52,,2016/04/28
交通部高速公路局,國道爬坡道里程,998,89,,2016/04/28
交通部高速公路局,國道替代道路,"2,012",151,80,2016/04/28
交通部高速公路局,國道開放路肩資訊,"5,827",629,100,2016/04/28
教育部體育署,我國籍人士擔任國際體育組織重要職務資料表,515,27,,2016/04/28
彰化縣衛生局,哺集乳室名單,631,39,100,2016/04/28
彰化縣地方稅務局,娛樂稅稅源月報表,"4,659",302,100,2016/04/29
彰化縣衛生局,彰化縣口腔癌確認診斷及治療醫療院所,350,15,,2016/04/28
交通部高速公路局,宜蘭地區eTag配對旅行時間,"1,233",229,,2016/04/28
彰化縣衛生局,彰化縣大腸癌確認診斷及治療醫療院所,350,16,20,2016/04/28
交通部高速公路局,高速公路申請施工及標誌布設規定,484,52,,2016/04/28
行政院主計總處,歷年人力資源調查重要結果,486,44,,2016/04/28
彰化縣文化局,彰化縣縣籍作家名冊,637,36,,2016/04/30
彰化縣文化局,彰化縣文化局出版品清冊,529,20,,2016/04/30
彰化縣政府民政處,彰化縣宗教團體興辦公益慈善及社會教化事業概況,407,19,,2016/04/28
行政院主計總處,歷年人力資源調查重要指標,511,50,,2016/04/28
國立臺灣圖書館,機關檔案電子目錄,362,70,,2016/06/13
彰化縣政府民政處,彰化縣寺廟登記概況,631,69,,2016/04/28
彰化縣政府民政處,彰化縣宗教財團法人概況,473,24,,2016/04/29
彰化縣政府民政處,彰化縣教會(堂)概況,527,31,,2016/04/29
行政院主計總處,歷年人力資源調查重要指數,537,41,,2016/04/28
行政院主計總處,歷年15歲以上民間人口之年齡,558,78,,2016/04/28
行政院主計總處,歷年15歲以上民間人口之教育程度,657,61,,2016/04/28
行政院主計總處,歷年勞動力之年齡,"2,046",54,,2016/04/28
行政院主計總處,歷年勞動力之教育程度,"2,846",96,,2016/04/28
行政院主計總處,各業受僱員工進退人次－按進退原因分,546,22,,2016/04/28
行政院主計總處,各業受僱員工進入人次－按事業單位規模分,584,28,,2016/04/28
行政院主計總處,各業受僱員工進入人次－按年齡分,568,35,,2016/04/28
行政院主計總處,各業受僱員工進入人次－按教育程度分,535,34,,2016/04/28
行政院主計總處,各業受僱員工退出人次－按事業單位規模分,662,32,,2016/04/28
行政院主計總處,各業受僱員工退出人次－按年齡分,500,32,,2016/05/07
行政院主計總處,各業受僱員工退出人次－按教育程度分,547,54,,2016/04/28
行政院主計總處,各業受僱員工退出人次－按服務年資分,684,64,80,2016/04/28
法務部矯正署,法務部矯正署及所屬單位105年會計月報,502,112,,2016/04/28
法務部行政執行署,法務部行政執行署及所屬每月會計報告(105年度),423,156,,2016/04/29
法務部行政執行署,法務部行政執行署每月會計報告(105年度),372,119,,2016/04/29
法務部行政執行署,法務部行政執行署臺北分署每月會計報告(105年度),362,184,,2016/04/29
法務部行政執行署,法務部行政執行署新北分署每月會計報告(105年度),452,158,,2016/04/29
法務部行政執行署,法務部行政執行署士林分署每月會計報告(105年度),420,192,,2016/04/29
法務部行政執行署,法務部行政執行署桃園分署每月會計報告(105年度),355,166,,2016/04/29
法務部行政執行署,法務部行政執行署新竹分署每月會計報告(105年度),362,185,,2016/04/29
法務部行政執行署,法務部行政執行署臺中分署每月會計報告(105年度),352,54,,2016/04/29
法務部行政執行署,法務部行政執行署彰化分署每月會計報告(105年度),382,138,,2016/04/29
法務部行政執行署,法務部行政執行署嘉義分署每月會計報告(105年度),394,143,,2016/04/29
法務部行政執行署,法務部行政執行署臺南分署每月會計報告(105年度),374,118,,2016/04/29
法務部行政執行署,法務部行政執行署高雄分署每月會計報告(105年度),402,99,,2016/04/29
法務部行政執行署,法務部行政執行署屏東分署每月會計報告(105年度),401,93,,2016/04/29
法務部行政執行署,法務部行政執行署花蓮分署每月會計報告(105年度),345,74,,2016/04/29
法務部行政執行署,法務部行政執行署宜蘭分署每月會計報告(105年度),434,94,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-081_特富野古道,620,42,,2016/04/28
行政院農業委員會,林務局所轄自然步道軌跡圖-082_嘉南雲峰步道,438,24,,2016/04/28
行政院農業委員會,林務局所轄自然步道軌跡圖-083_瑞太古道,428,19,,2016/04/28
行政院農業委員會,林務局所轄自然步道軌跡圖-084_四大天王山步道,373,22,,2016/04/28
行政院農業委員會,林務局所轄自然步道軌跡圖-085_獨立山步道,468,34,,2016/04/28
行政院農業委員會,林務局所轄自然步道軌跡圖-099_奮瑞古道,400,28,,2016/04/28
行政院農業委員會,林務局所轄自然步道軌跡圖-100_奮起湖大凍山步道,417,28,,2016/04/28
行政院農業委員會,林務局所轄自然步道軌跡圖-104_龍銀山步道,358,21,,2016/04/28
行政院農業委員會,林務局所轄自然步道軌跡圖-105_關仔嶺大凍山步道,414,25,,2016/04/28
行政院農業委員會,林務局所轄自然步道軌跡圖-109_崁頭山步道,405,23,,2016/04/28
財政部國庫署,公益彩券盈餘管理運用及資訊公開考核情形表,457,16,,2016/04/29
財政部國庫署,地方政府統籌分配稅款短少補助經費明細表,446,23,,2016/04/29
財政部國庫署,中央特別統籌分配稅款撥付明細表(按地區別),340,24,,2016/04/29
財政部國庫署,中央特別統籌分配稅款支應重大天災及公共設施復建經費明細表,372,22,,2016/04/29
財政部國庫署,中央特別統籌分配稅款支應社會福利津貼調整經費明細表,584,27,,2016/04/29
財政部國庫署,中央特別統籌分配稅款支應地方政府招商獎勵金經費明細表,398,13,,2016/04/29
財政部國庫署,中央統籌分配稅款收入比較分析表,432,25,,2016/04/29
財政部國庫署,財政部主管國營事業董事及監事性別統計,429,19,,2016/04/29
金融監督管理委員會保險局,汽車交通事故相關政府單位資訊連結,591,64,,2016/04/29
金融監督管理委員會保險局,補償業務產險公司資訊連結,"1,151",32,,2016/04/29
行政院農業委員會,公告全臺特定水土保持區,"3,380",600,100,2016/04/29
交通部鐵道局,扎根高鐵特定區邁向高速新時代之中文文宣,495,20,,2016/04/29
交通部鐵道局,高鐵桃園等五個車站特定(地)區賸餘可建地面積統計表,671,31,,2016/04/29
交通部鐵道局,第三人申請高速鐵路交通建設用地作其他公共利益使用案,373,10,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-119_北大武山步道,633,65,100,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-121_浸水營古道,437,28,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-122_浸水營古道：西段,365,20,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-123_浸水營古道：東段,384,23,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-125_美濃雙溪樹木園步道,344,32,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-129_藤枝國家森林遊樂區步道群,450,29,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-130_六義山步道,349,24,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-131_尾寮山登山步道,473,26,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-132_筏灣泰武步道,401,29,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-133_里龍山自然步道,436,34,,2016/04/29
法務部矯正署,矯正署高雄監獄105年度會計報告(按月),450,66,,2016/05/02
行政院農業委員會,林務局所轄自然步道軌跡圖-134_雙流國家森林遊樂區步道群,427,25,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-135_墾丁國家森林遊樂區步道群,481,39,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-136_石門山步道,459,38,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-139_嘉明湖國家步道,676,59,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-140_都蘭山步道,482,29,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-141_麻荖漏步道,540,36,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-144_利嘉林道,516,30,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-145_知本林道,"1,897",49,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-146_知本國家森林遊樂區步道群,503,41,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-147_鯉魚山步道,535,30,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-167_關山紅石步道,616,38,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-150_大武觀海步道,593,40,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-152_月眉山步道,629,41,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-153_安通越嶺道：西段,629,31,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-154_八通關越道：鹿鳴吊橋段,537,54,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-155_佐倉步道,666,45,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-156_鯉魚山步道群,612,41,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-157_富源國家森林遊樂區步道群,695,40,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-158_富興步道,610,47,,2016/04/29
行政院農業委員會,林務局所轄自然步道軌跡圖-159_虎頭山步道,"1,169",99,,2016/04/29
教育部技術及職業教育司,大專畢業生就業概況分析,"3,780",955,80,2016/05/02
基隆市警察局,基隆市警察局105年道路交通事故統計,"1,037",234,80,2016/05/11
民用航空局,高雄機場近六年旅客人數趨勢及增減率,571,57,,2016/05/02
民用航空局,臺中機場近六年旅客人數趨勢及增減率,571,69,,2016/05/02
衛生福利部國民健康署,全國禁菸場所-公園綠地,"1,793",453,,2016/05/02
衛生福利部國民健康署,社區健走步道,865,96,,2016/05/02
大陸委員會,行政院大陸委員會「政府資料開放諮詢小組」會議簡報,655,91,,2016/05/02
國家發展委員會檔案管理局,國家檔案數量與內容大要,389,13,,2016/05/31
國家發展委員會檔案管理局,國家檔案典藏新訊,382,15,,2016/05/31
國家發展委員會檔案管理局,國家檔案典藏數量成果,299,18,,2016/05/31
國家發展委員會檔案管理局,國家檔案保存維護中心介紹,269,14,,2016/06/01
國家發展委員會檔案管理局,國家發展委員會檔案管理局職員學歷、年齡、官等性別統計報表,327,35,,2016/05/31
國家發展委員會檔案管理局,國家發展委員會檔案管理局編制表,356,67,,2016/06/03
國家發展委員會檔案管理局,檔案半年刊,305,26,,2016/09/02
交通部臺灣鐵路管理局,客運業務年分析,897,190,100,2016/05/03
交通部臺灣鐵路管理局,臺鐵大樓會議場所出租資料,941,60,,2016/05/03
財政部推動促參司,民間參與公共建設已簽約案件數及簽約金額,622,89,,2016/05/26
財政部國庫署,公股銀行辦理青年安心成家貸款,"2,247",18,,2016/05/04
財政部國庫署,公股銀行承作放款業務及逾期情形-按性別分,413,15,,2016/05/04
財政部國庫署,公股銀行辦理創業貸款餘額-按性別分,603,39,,2016/05/04
臺灣臺東地方法院,臺灣臺東地方法院105年4月份會計月報(XML),419,9,,2016/05/04
法務部矯正署,矯正署臺東戒治所105年會計報告(按月),328,67,,2016/07/06
國史館,國史館105年4月會計月報,380,41,,2016/05/13
財政部推動促參司,民間參與公共建設金擘獎「民間經營團隊獎」得獎名單與獲獎原因,472,34,,2016/05/26
教育部體育署,教育部體育署學校運動成績優良學生招生名額核定彙整表,440,104,,2016/05/04
教育部體育署,教育部體育署學校體育班特色招生甄選入學名額核定彙整表,576,104,,2016/05/04
桃園市政府消防局,桃園市火災次數分類及時間,834,121,20,2016/05/04
桃園市政府消防局,桃園市起火建築物,508,75,100,2016/05/04
桃園市政府消防局,桃園市火災次數按起火原因分,564,99,100,2016/05/04
桃園市政府消防局,桃園市消防人力學歷統計表,282,19,100,2016/05/04
桃園市政府消防局,桃園市消防人力年齡統計表,441,42,100,2016/05/04
桃園市政府消防局,桃園市火災人員死傷統計,400,50,100,2016/05/04
桃園市政府消防局,桃園市消防緊急救護急救處置,649,33,100,2016/05/04
桃園市政府消防局,桃園市火災次數按起火處所分,427,37,100,2016/05/04
桃園市政府消防局,桃園市消防人力性別官等統計表,327,18,100,2016/05/04
桃園市政府消防局,桃園市消防分隊駐地位置圖,667,82,100,2016/05/04
桃園市政府消防局,桃園市政府消防局年度救護捐贈芳名錄,452,41,100,2016/05/04
桃園市政府消防局,桃園市消防緊急救護服務,680,78,100,2016/05/04
桃園市政府消防局,桃園市災害通報一覽表,414,40,100,2016/05/04
桃園市政府工務局,桃園市道路維修資料,705,69,,2016/04/20
桃園市政府消防局,桃園市政府消防局人民申請案統計表,565,56,100,2016/05/04
臺灣宜蘭地方法院,臺灣宜蘭地方法院105年度4月份會計月報,363,14,,2016/05/05
監察院,104年度監察院單位決算書,491,61,,2016/05/05
臺灣高等法院花蓮分院,臺灣高等法院花蓮分院105年度4月份會計月報,423,5,,2016/05/05
民政司,神明會土地清理統計表,541,35,100,2016/04/28
基隆市政府教育處,基隆市-學前教育,894,195,100,2016/05/05
公平交易委員會,公平交易委員會資料開放行動策略,554,44,,2016/05/05
交通部鐵道局,高速鐵路臺北市路段毗鄰地區限建範圍圖,376,40,,2016/05/05
交通部鐵道局,高速鐵路臺北市路段(新店溪)限建範圍公告圖,394,22,,2016/05/05
交通部鐵道局,高速鐵路新北市路段(板橋新莊)毗鄰地區限建範圍圖,458,20,,2016/05/05
交通部鐵道局,高速鐵路新北市路段毗鄰地區限建範圍圖,357,27,,2016/05/05
交通部鐵道局,高速鐵路桃園市路段毗鄰地區限建範圍圖,312,19,,2016/05/05
交通部鐵道局,高速鐵路新竹市路段毗鄰地區限建範圍圖,333,14,,2016/05/05
交通部鐵道局,高速鐵路新竹縣路段毗鄰地區限建範圍圖,423,20,,2016/05/05
交通部鐵道局,高速鐵路苗栗縣路段毗鄰地區限建範圍圖,372,30,,2016/05/05
交通部鐵道局,高速鐵路臺中市(市中心)路段毗鄰地區限建範圍圖,354,30,,2016/05/05
交通部鐵道局,高速鐵路臺中市(郊區)路段毗鄰地區限建範圍圖,437,38,,2016/05/05
交通部鐵道局,高速鐵路彰化縣路段毗鄰地區限建範圍圖,413,23,,2016/05/05
交通部鐵道局,高速鐵路雲林縣路段毗鄰地區限建範圍圖,315,28,,2016/05/05
交通部鐵道局,高速鐵路嘉義縣路段毗鄰地區限建範圍圖,377,31,,2016/05/05
交通部鐵道局,高速鐵路臺南縣路段毗鄰地區限建範圍圖,370,23,,2016/05/05
交通部鐵道局,高速鐵路高雄市(市中心區)路段毗鄰地區限建範圍圖,383,29,,2016/05/05
交通部鐵道局,高速鐵路高雄市路段(仁武區)毗鄰地區限建範圍圖,318,17,,2016/05/05
交通部鐵道局,高速鐵路高雄市(郊區)路段毗鄰地區限建範圍圖,417,49,,2016/05/05
交通部鐵道局,高速鐵路工程局廉政檢舉管道,525,17,,2016/05/05
桃園市政府地方稅務局,桃園市政府地方稅務局101年度歲出決算表,308,6,,2016/05/04
桃園市政府地方稅務局,桃園市政府地方稅務局101年度歲入決算表,389,9,,2016/05/04
桃園市政府地方稅務局,桃園市政府地方稅務局103年度歲出決算表,306,11,,2016/05/04
桃園市政府地方稅務局,桃園市政府地方稅務局104年度歲出決算表,310,4,,2016/05/04
桃園市政府地方稅務局,桃園市政府地方稅務局102年度歲入決算表,339,15,,2016/05/04
桃園市政府地方稅務局,桃園市政府地方稅務局102年度歲出決算表,417,8,,2016/05/04
桃園市政府研究發展考核委員會,桃園市政府機關通訊錄API,728,217,,2016/05/05
桃園市政府地方稅務局,桃園市政府地方稅務局105年度歲出預算表,380,16,,2016/05/05
桃園市政府地方稅務局,桃園市政府地方稅務局103年度歲入決算表,331,11,,2016/05/04
桃園市政府地方稅務局,桃園市政府地方稅務局105年度歲入預算表,500,31,,2016/05/04
衛生福利部資訊處,衛生福利部政府資料開放行動策略,"1,778",409,,2016/05/06
交通部高速公路局,高速公路動物生態調查資料,"1,165",103,,2016/05/06
交通部高速公路局,高速公路植物生態調查資料,838,60,,2016/05/06
交通部高速公路局,高速公路生態敏感里程,922,236,,2016/05/06
交通部高速公路局,高速公路道路致死動物資料,"1,892",170,100,2016/05/06
交通部高速公路局,高速公路生態友善設施資料,962,45,,2016/05/06
國家發展委員會檔案管理局,圖書自動化系統書目資料,274,22,,2016/08/31
國家發展委員會檔案管理局,檔案支援教學網主題檔案瀏覽統計,173,26,,2017/02/21
國家發展委員會檔案管理局,檔案時光盒瀏覽統計,207,15,,2017/03/03
桃園市政府地方稅務局,桃園市政府地方稅務局101年稅務秘書執行成果表,307,6,,2016/05/05
桃園市政府水務局,桃園市政府水務局建置水位站即時偵測資料,"1,225",120,,2016/05/05
桃園市政府地方稅務局,桃園市政府地方稅務局104年稅務秘書執行成果表,329,13,,2016/05/05
桃園市政府地方稅務局,桃園市政府地方稅務局102年稅務秘書執行成果表,387,11,,2016/05/05
桃園市政府地方稅務局,桃園市政府地方稅務局103-104年跨機關單一窗口服務績效表,257,10,,2016/05/05
桃園市政府地方稅務局,桃園市政府地方稅務局104年滿意度調查一覽表,353,31,,2016/05/05
桃園市政府地方稅務局,桃園市政府地方稅務局103年稅務秘書執行成果表,337,13,,2016/05/05
新北市政府教育局,新北市107學年度公立國中學區一覽表,797,96,100,2016/05/08
新北市政府教育局,新北市公立國小學區,"1,233",169,,2016/05/08
財政部國庫署,公益彩券回饋金分配情形,371,25,,2016/05/09
財政部國庫署,"公益彩券回饋金執行情形(財政部) ",370,24,,2016/05/09
財政部國庫署,公益彩券回饋金收支情形,558,19,,2016/05/09
臺灣省政府,臺灣省政府105年4月會計報告,515,149,,2016/05/09
臺灣桃園地方法院,臺灣桃園地方法院105年4月份會計報告,394,39,,2016/05/09
